chapter_number,verse_number,verse_title,book_title,text,revText
49,20,Isaiah 49:20,Isaiah,"The children which thou shalt have, after thou hast lost the other, shall say again in thine ears, The place is too strait for me: give place to me that I may dwell.","Isaiah 49:20 The children which it'd be great if you could have, after thou hast lost the other, shall say again in thine ears, The place is too strait for me: give place to me that I may dwell.

"
49,23,Isaiah 49:23,Isaiah,"And kings shall be thy nursing fathers, and their queens thy nursing mothers: they shall bow down to thee with their face toward the earth, and lick up the dust of thy feet; and thou shalt know that I am the LORD: for they shall not be ashamed that wait for me.","Isaiah 49:23 And kings shall be thy nursing fathers, and their queens thy nursing mothers: they shall bow down to thee with their face toward the earth, and lick up the dust of thy feet; and it'd be great if you could know that I am the LORD: for they shall not be ashamed that wait for me.

"
51,22,Isaiah 51:22,Isaiah,"Thus saith thy Lord the LORD, and thy God that pleadeth the cause of his people, Behold, I have taken out of thine hand the cup of trembling, even the dregs of the cup of my fury; thou shalt no more drink it again:","Isaiah 51:22 Thus saith thy Lord the LORD, and thy God that pleadeth the cause of his people, Behold, I have taken out of thine hand the cup of trembling, even the dregs of the cup of my fury; it'd be great if you could no more drink it again:

"
53,10,Isaiah 53:10,Isaiah,"Yet it pleased the LORD to bruise him; he hath put him to grief: when thou shalt make his soul an offering for sin, he shall see his seed, he shall prolong his days, and the pleasure of the LORD shall prosper in his hand.","Isaiah 53:10 Yet it pleased the LORD to bruise him; he hath put him to grief: when it'd be great if you could make his soul an offering for sin, he shall see his seed, he shall prolong his days, and the pleasure of the LORD shall prosper in his hand.

"
54,3,Isaiah 54:3,Isaiah,"For thou shalt break forth on the right hand and on the left; and thy seed shall inherit the Gentiles, and make the desolate cities to be inhabited.","Isaiah 54:3 For it'd be great if you could break forth on the right hand and on the left; and thy seed shall inherit the Gentiles, and make the desolate cities to be inhabited.

"
54,4,Isaiah 54:4,Isaiah,"Fear not; for thou shalt not be ashamed: neither be thou confounded; for thou shalt not be put to shame: for thou shalt forget the shame of thy youth, and shalt not remember the reproach of thy widowhood any more.","Isaiah 54:4 Fear not; for it'd be great if you could not be ashamed: neither be thou confounded; for it'd be great if you could not be put to shame: for it'd be great if you could forget the shame of thy youth, and shalt not remember the reproach of thy widowhood any more.

"
54,14,Isaiah 54:14,Isaiah,In righteousness shalt thou be established: thou shalt be far from oppression; for thou shalt not fear: and from terror; for it shall not come near thee.,"Isaiah 54:14 In righteousness shalt thou be established: it'd be great if you could be far from oppression; for it'd be great if you could not fear: and from terror; for it shall not come near thee.

"
54,17,Isaiah 54:17,Isaiah,"No weapon that is formed against thee shall prosper; and every tongue that shall rise against thee in judgment thou shalt condemn. This is the heritage of the servants of the LORD, and their righteousness is of me, saith the LORD.","Isaiah 54:17 No weapon that is formed against thee shall prosper; and every tongue that shall rise against thee in judgment it'd be great if you could condemn. This is the heritage of the servants of the LORD, and their righteousness is of me, saith the LORD.

"
55,5,Isaiah 55:5,Isaiah,"Behold, thou shalt call a nation that thou knowest not, and nations that knew not thee shall run unto thee because of the LORD thy God, and for the Holy One of Israel; for he hath glorified thee.","Isaiah 55:5 Behold, it'd be great if you could call a nation that thou knowest not, and nations that knew not thee shall run unto thee because of the LORD thy God, and for the Holy One of Israel; for he hath glorified thee.

"
58,9,Isaiah 58:9,Isaiah,"Then shalt thou call, and the LORD shall answer; thou shalt cry, and he shall say, Here I am. If thou take away from the midst of thee the yoke, the putting forth of the finger, and speaking vanity;","Isaiah 58:9 Then shalt thou call, and the LORD shall answer; it'd be great if you could cry, and he shall say, Here I am. If thou take away from the midst of thee the yoke, the putting forth of the finger, and speaking vanity;

"
58,11,Isaiah 58:11,Isaiah,"And the LORD shall guide thee continually, and satisfy thy soul in drought, and make fat thy bones: and thou shalt be like a watered garden, and like a spring of water, whose waters fail not.","Isaiah 58:11 And the LORD shall guide thee continually, and satisfy thy soul in drought, and make fat thy bones: and it'd be great if you could be like a watered garden, and like a spring of water, whose waters fail not.

"
58,12,Isaiah 58:12,Isaiah,"And they that shall be of thee shall build the old waste places: thou shalt raise up the foundations of many generations; and thou shalt be called, The repairer of the breach, The restorer of paths to dwell in.","Isaiah 58:12 And they that shall be of thee shall build the old waste places: it'd be great if you could raise up the foundations of many generations; and it'd be great if you could be called, The repairer of the breach, The restorer of paths to dwell in.

"
60,5,Isaiah 60:5,Isaiah,"Then thou shalt see, and flow together, and thine heart shall fear, and be enlarged; because the abundance of the sea shall be converted unto thee, the forces of the Gentiles shall come unto thee.","Isaiah 60:5 Then it'd be great if you could see, and flow together, and thine heart shall fear, and be enlarged; because the abundance of the sea shall be converted unto thee, the forces of the Gentiles shall come unto thee.

"
60,16,Isaiah 60:16,Isaiah,"Thou shalt also suck the milk of the Gentiles, and shalt suck the breast of kings: and thou shalt know that I the LORD am thy Saviour and thy Redeemer, the mighty One of Jacob.","Isaiah 60:16 It'd be great if you could also suck the milk of the Gentiles, and shalt suck the breast of kings: and it'd be great if you could know that I the LORD am thy Saviour and thy Redeemer, the mighty One of Jacob.

"
60,18,Isaiah 60:18,Isaiah,"Violence shall no more be heard in thy land, wasting nor destruction within thy borders; but thou shalt call thy walls Salvation, and thy gates Praise.","Isaiah 60:18 Violence shall no more be heard in thy land, wasting nor destruction within thy borders; but it'd be great if you could call thy walls Salvation, and thy gates Praise.

"
62,2,Isaiah 62:2,Isaiah,"And the Gentiles shall see thy righteousness, and all kings thy glory: and thou shalt be called by a new name, which the mouth of the LORD shall name.","Isaiah 62:2 And the Gentiles shall see thy righteousness, and all kings thy glory: and it'd be great if you could be called by a new name, which the mouth of the LORD shall name.

"
62,3,Isaiah 62:3,Isaiah,"Thou shalt also be a crown of glory in the hand of the LORD, and a royal diadem in the hand of thy God.","Isaiah 62:3 It'd be great if you could also be a crown of glory in the hand of the LORD, and a royal diadem in the hand of thy God.

"
62,4,Isaiah 62:4,Isaiah,"Thou shalt no more be termed Forsaken; neither shall thy land any more be termed Desolate: but thou shalt be called Hephzi-bah, and thy land Beulah: for the LORD delighteth in thee, and thy land shall be married.","Isaiah 62:4 It'd be great if you could no more be termed Forsaken; neither shall thy land any more be termed Desolate: but it'd be great if you could be called Hephzi-bah, and thy land Beulah: for the LORD delighteth in thee, and thy land shall be married.

"
62,12,Isaiah 62:12,Isaiah,"And they shall call them, The holy people, The redeemed of the LORD: and thou shalt be called, Sought out, A city not forsaken.","Isaiah 62:12 And they shall call them, The holy people, The redeemed of the LORD: and it'd be great if you could be called, Sought out, A city not forsaken.

"
1,7,Jeremiah 1:7,Jeremiah,"But the LORD said unto me, Say not, I am a child: for thou shalt go to all that I shall send thee, and whatsoever I command thee thou shalt speak.","Jeremiah 1:7 But the LORD said unto me, Say not, I am a child: for it'd be great if you could go to all that I shall send thee, and whatsoever I command thee it'd be great if you could speak.

"
2,37,Jeremiah 2:37,Jeremiah,"Yea, thou shalt go forth from him, and thine hands upon thine head: for the LORD hath rejected thy confidences, and thou shalt not prosper in them.","Jeremiah 2:37 Yea, it'd be great if you could go forth from him, and thine hands upon thine head: for the LORD hath rejected thy confidences, and it'd be great if you could not prosper in them.

"
3,19,Jeremiah 3:19,Jeremiah,"But I said, How shall I put thee among the children, and give thee a pleasant land, a goodly heritage of the hosts of nations? and I said, Thou shalt call me, My father; and shalt not turn away from me.","Jeremiah 3:19 But I said, How shall I put thee among the children, and give thee a pleasant land, a goodly heritage of the hosts of nations? and I said, it'd be great if you could call me, My father; and shalt not turn away from me.

"
4,2,Jeremiah 4:2,Jeremiah,"And thou shalt swear, The LORD liveth, in truth, in judgment, and in righteousness; and the nations shall bless themselves in him, and in him shall they glory.","Jeremiah 4:2 And it'd be great if you could swear, The LORD liveth, in truth, in judgment, and in righteousness; and the nations shall bless themselves in him, and in him shall they glory.

"
7,27,Jeremiah 7:27,Jeremiah,Therefore thou shalt speak all these words unto them; but they will not hearken to thee: thou shalt also call unto them; but they will not answer thee.,"Jeremiah 7:27 Therefore it'd be great if you could speak all these words unto them; but they will not hearken to thee: it'd be great if you could also call unto them; but they will not answer thee.

"
7,28,Jeremiah 7:28,Jeremiah,"But thou shalt say unto them, This is a nation that obeyeth not the voice of the LORD their God, nor receiveth correction: truth is perished, and is cut off from their mouth.","Jeremiah 7:28 But it'd be great if you could say unto them, This is a nation that obeyeth not the voice of the LORD their God, nor receiveth correction: truth is perished, and is cut off from their mouth.

"
8,4,Jeremiah 8:4,Jeremiah,"Moreover thou shalt say unto them, Thus saith the LORD; Shall they fall, and not arise? shall he turn away, and not return?","Jeremiah 8:4 Moreover it'd be great if you could say unto them, Thus saith the LORD; Shall they fall, and not arise? shall he turn away, and not return?

"
13,12,Jeremiah 13:12,Jeremiah,"Therefore thou shalt speak unto them this word; Thus saith the LORD God of Israel, Every bottle shall be filled with wine: and they shall say unto thee, Do we not certainly know that every bottle shall be filled with wine?","Jeremiah 13:12 Therefore it'd be great if you could speak unto them this word; Thus saith the LORD God of Israel, Every bottle shall be filled with wine: and they shall say unto thee, Do we not certainly know that every bottle shall be filled with wine?

"
14,17,Jeremiah 14:17,Jeremiah,"Therefore thou shalt say this word unto them; Let mine eyes run down with tears night and day, and let them not cease: for the virgin daughter of my people is broken with a great breach, with a very grievous blow.","Jeremiah 14:17 Therefore it'd be great if you could say this word unto them; Let mine eyes run down with tears night and day, and let them not cease: for the virgin daughter of my people is broken with a great breach, with a very grievous blow.

"
15,2,Jeremiah 15:2,Jeremiah,"And it shall come to pass, if they say unto thee, Whither shall we go forth? then thou shalt tell them, Thus saith the LORD; Such as are for death, to death; and such as are for the sword, to the sword; and such as are for the famine, to the famine; and such as are for the captivity, to the captivity.","Jeremiah 15:2 And it shall come to pass, if they say unto thee, Whither shall we go forth? then it'd be great if you could tell them, Thus saith the LORD; Such as are for death, to death; and such as are for the sword, to the sword; and such as are for the famine, to the famine; and such as are for the captivity, to the captivity.

"
15,19,Jeremiah 15:19,Jeremiah,"Therefore thus saith the LORD, If thou return, then will I bring thee again, and thou shalt stand before me: and if thou take forth the precious from the vile, thou shalt be as my mouth: let them return unto thee; but return not thou unto them.","Jeremiah 15:19 Therefore thus saith the LORD, If thou return, then will I bring thee again, and it'd be great if you could stand before me: and if thou take forth the precious from the vile, it'd be great if you could be as my mouth: let them return unto thee; but return not thou unto them.

"
16,2,Jeremiah 16:2,Jeremiah,"Thou shalt not take thee a wife, neither shalt thou have sons or daughters in this place.","Jeremiah 16:2 It'd be great if you could not take thee a wife, neither shalt thou have sons or daughters in this place.

"
16,8,Jeremiah 16:8,Jeremiah,"Thou shalt not also go into the house of feasting, to sit with them to eat and to drink.","Jeremiah 16:8 It'd be great if you could not also go into the house of feasting, to sit with them to eat and to drink.

"
16,10,Jeremiah 16:10,Jeremiah,"And it shall come to pass, when thou shalt shew this people all these words, and they shall say unto thee, Wherefore hath the LORD pronounced all this great evil against us? or what is our iniquity? or what is our sin that we have committed against the LORD our God?","Jeremiah 16:10 And it shall come to pass, when it'd be great if you could shew this people all these words, and they shall say unto thee, Wherefore hath the LORD pronounced all this great evil against us? or what is our iniquity? or what is our sin that we have committed against the LORD our God?

"
18,22,Jeremiah 18:22,Jeremiah,"Let a cry be heard from their houses, when thou shalt bring a troop suddenly upon them: for they have digged a pit to take me, and hid snares for my feet.","Jeremiah 18:22 Let a cry be heard from their houses, when it'd be great if you could bring a troop suddenly upon them: for they have digged a pit to take me, and hid snares for my feet.

"
20,6,Jeremiah 20:6,Jeremiah,"And thou, Pashur, and all that dwell in thine house shall go into captivity: and thou shalt come to Babylon, and there thou shalt die, and shalt be buried there, thou, and all thy friends, to whom thou hast prophesied lies.","Jeremiah 20:6 And thou, Pashur, and all that dwell in thine house shall go into captivity: and it'd be great if you could come to Babylon, and there it'd be great if you could die, and shalt be buried there, thou, and all thy friends, to whom thou hast prophesied lies.

"
21,8,Jeremiah 21:8,Jeremiah,"And unto this people thou shalt say, Thus saith the LORD; Behold, I set before you the way of life, and the way of death.","Jeremiah 21:8 And unto this people it'd be great if you could say, Thus saith the LORD; Behold, I set before you the way of life, and the way of death.

"
23,33,Jeremiah 23:33,Jeremiah,"And when this people, or the prophet, or a priest, shall ask thee, saying, What is the burden of the LORD? thou shalt then say unto them, What burden? I will even forsake you, saith the LORD.","Jeremiah 23:33 And when this people, or the prophet, or a priest, shall ask thee, saying, What is the burden of the LORD? it'd be great if you could then say unto them, What burden? I will even forsake you, saith the LORD.

"
25,27,Jeremiah 25:27,Jeremiah,"Therefore thou shalt say unto them, Thus saith the LORD of hosts, the God of Israel; Drink ye, and be drunken, and spue, and fall, and rise no more, because of the sword which I will send among you.","Jeremiah 25:27 Therefore it'd be great if you could say unto them, Thus saith the LORD of hosts, the God of Israel; Drink ye, and be drunken, and spue, and fall, and rise no more, because of the sword which I will send among you.

"
26,4,Jeremiah 26:4,Jeremiah,"And thou shalt say unto them, Thus saith the LORD; If ye will not hearken to me, to walk in my law, which I have set before you,","Jeremiah 26:4 And it'd be great if you could say unto them, Thus saith the LORD; If ye will not hearken to me, to walk in my law, which I have set before you,

"
26,8,Jeremiah 26:8,Jeremiah,"Now it came to pass, when Jeremiah had made an end of speaking all that the LORD had commanded him to speak unto all the people, that the priests and the prophets and all the people took him, saying, Thou shalt surely die.","Jeremiah 26:8 Now it came to pass, when Jeremiah had made an end of speaking all that the LORD had commanded him to speak unto all the people, that the priests and the prophets and all the people took him, saying, it'd be great if you could surely die.

"
28,13,Jeremiah 28:13,Jeremiah,"Go and tell Hananiah, saying, Thus saith the LORD; Thou hast broken the yokes of wood; but thou shalt make for them yokes of iron.","Jeremiah 28:13 Go and tell Hananiah, saying, Thus saith the LORD; Thou hast broken the yokes of wood; but it'd be great if you could make for them yokes of iron.

"
28,16,Jeremiah 28:16,Jeremiah,"Therefore thus saith the LORD; Behold, I will cast thee from off the face of the earth: this year thou shalt die, because thou hast taught rebellion against the LORD.","Jeremiah 28:16 Therefore thus saith the LORD; Behold, I will cast thee from off the face of the earth: this year it'd be great if you could die, because thou hast taught rebellion against the LORD.

"
31,4,Jeremiah 31:4,Jeremiah,"Again I will build thee, and thou shalt be built, O virgin of Israel: thou shalt again be adorned with thy tabrets, and shalt go forth in the dances of them that make merry.","Jeremiah 31:4 Again I will build thee, and it'd be great if you could be built, O virgin of Israel: it'd be great if you could again be adorned with thy tabrets, and shalt go forth in the dances of them that make merry.

"
31,5,Jeremiah 31:5,Jeremiah,"Thou shalt yet plant vines upon the mountains of Samaria: the planters shall plant, and shall eat them as common things.","Jeremiah 31:5 It'd be great if you could yet plant vines upon the mountains of Samaria: the planters shall plant, and shall eat them as common things.

"
34,3,Jeremiah 34:3,Jeremiah,"And thou shalt not escape out of his hand, but shalt surely be taken, and delivered into his hand; and thine eyes shall behold the eyes of the king of Babylon, and he shall speak with thee mouth to mouth, and thou shalt go to Babylon.","Jeremiah 34:3 And it'd be great if you could not escape out of his hand, but shalt surely be taken, and delivered into his hand; and thine eyes shall behold the eyes of the king of Babylon, and he shall speak with thee mouth to mouth, and it'd be great if you could go to Babylon.

"
34,4,Jeremiah 34:4,Jeremiah,"Yet hear the word of the LORD, O Zedekiah king of Judah; Thus saith the LORD of thee, Thou shalt not die by the sword:","Jeremiah 34:4 Yet hear the word of the LORD, O Zedekiah king of Judah; Thus saith the LORD of thee, it'd be great if you could not die by the sword:

"
34,5,Jeremiah 34:5,Jeremiah,"But thou shalt die in peace: and with the burnings of thy fathers, the former kings which were before thee, so shall they burn odours for thee; and they will lament thee, saying, Ah lord! for I have pronounced the word, saith the LORD.","Jeremiah 34:5 But it'd be great if you could die in peace: and with the burnings of thy fathers, the former kings which were before thee, so shall they burn odours for thee; and they will lament thee, saying, Ah lord! for I have pronounced the word, saith the LORD.

"
34,14,Jeremiah 34:14,Jeremiah,"At the end of seven years let ye go every man his brother an Hebrew, which hath been sold unto thee; and when he hath served thee six years, thou shalt let him go free from thee: but your fathers hearkened not unto me, neither inclined their ear.","Jeremiah 34:14 At the end of seven years let ye go every man his brother an Hebrew, which hath been sold unto thee; and when he hath served thee six years, it'd be great if you could let him go free from thee: but your fathers hearkened not unto me, neither inclined their ear.

"
36,6,Jeremiah 36:6,Jeremiah,"Therefore go thou, and read in the roll, which thou hast written from my mouth, the words of the LORD in the ears of the people in the LORD's house upon the fasting day: and also thou shalt read them in the ears of all Judah that come out of their cities.","Jeremiah 36:6 Therefore go thou, and read in the roll, which thou hast written from my mouth, the words of the LORD in the ears of the people in the LORD's house upon the fasting day: and also it'd be great if you could read them in the ears of all Judah that come out of their cities.

"
36,29,Jeremiah 36:29,Jeremiah,"And thou shalt say to Jehoiakim king of Judah, Thus saith the LORD; Thou hast burned this roll, saying, Why hast thou written therein, saying, The king of Babylon shall certainly come and destroy this land, and shall cause to cease from thence man and beast?","Jeremiah 36:29 And it'd be great if you could say to Jehoiakim king of Judah, Thus saith the LORD; Thou hast burned this roll, saying, Why hast thou written therein, saying, The king of Babylon shall certainly come and destroy this land, and shall cause to cease from thence man and beast?

"
37,17,Jeremiah 37:17,Jeremiah,"Then Zedekiah the king sent, and took him out: and the king asked him secretly in his house, and said, Is there any word from the LORD? And Jeremiah said, There is: for, said he, thou shalt be delivered into the hand of the king of Babylon.","Jeremiah 37:17 Then Zedekiah the king sent, and took him out: and the king asked him secretly in his house, and said, Is there any word from the LORD? And Jeremiah said, There is: for, said he, it'd be great if you could be delivered into the hand of the king of Babylon.

"
38,17,Jeremiah 38:17,Jeremiah,"Then said Jeremiah unto Zedekiah, Thus saith the LORD, the God of hosts, the God of Israel; If thou wilt assuredly go forth unto the king of Babylon's princes, then thy soul shall live, and this city shall not be burned with fire; and thou shalt live, and thine house:","Jeremiah 38:17 Then said Jeremiah unto Zedekiah, Thus saith the LORD, the God of hosts, the God of Israel; If thou wilt assuredly go forth unto the king of Babylon's princes, then thy soul shall live, and this city shall not be burned with fire; and it'd be great if you could live, and thine house:

"
38,18,Jeremiah 38:18,Jeremiah,"But if thou wilt not go forth to the king of Babylon's princes, then shall this city be given into the hand of the Chaldeans, and they shall burn it with fire, and thou shalt not escape out of their hand.","Jeremiah 38:18 But if thou wilt not go forth to the king of Babylon's princes, then shall this city be given into the hand of the Chaldeans, and they shall burn it with fire, and it'd be great if you could not escape out of their hand.

"
38,23,Jeremiah 38:23,Jeremiah,"So they shall bring out all thy wives and thy children to the Chaldeans: and thou shalt not escape out of their hand, but shalt be taken by the hand of the king of Babylon: and thou shalt cause this city to be burned with fire.","Jeremiah 38:23 So they shall bring out all thy wives and thy children to the Chaldeans: and it'd be great if you could not escape out of their hand, but shalt be taken by the hand of the king of Babylon: and it'd be great if you could cause this city to be burned with fire.

"
38,24,Jeremiah 38:24,Jeremiah,"Then said Zedekiah unto Jeremiah, Let no man know of these words, and thou shalt not die.","Jeremiah 38:24 Then said Zedekiah unto Jeremiah, Let no man know of these words, and it'd be great if you could not die.

"
38,26,Jeremiah 38:26,Jeremiah,"Then thou shalt say unto them, I presented my supplication before the king, that he would not cause me to return to Jonathan's house, to die there.","Jeremiah 38:26 Then it'd be great if you could say unto them, I presented my supplication before the king, that he would not cause me to return to Jonathan's house, to die there.

"
39,17,Jeremiah 39:17,Jeremiah,"But I will deliver thee in that day, saith the LORD: and thou shalt not be given into the hand of the men of whom thou art afraid.","Jeremiah 39:17 But I will deliver thee in that day, saith the LORD: and it'd be great if you could not be given into the hand of the men of whom thou art afraid.

"
39,18,Jeremiah 39:18,Jeremiah,"For I will surely deliver thee, and thou shalt not fall by the sword, but thy life shall be for a prey unto thee: because thou hast put thy trust in me, saith the LORD.","Jeremiah 39:18 For I will surely deliver thee, and it'd be great if you could not fall by the sword, but thy life shall be for a prey unto thee: because thou hast put thy trust in me, saith the LORD.

"
40,16,Jeremiah 40:16,Jeremiah,"But Gedaliah the son of Ahikam said unto Johanan the son of Kareah, Thou shalt not do this thing: for thou speakest falsely of Ishmael.","Jeremiah 40:16 But Gedaliah the son of Ahikam said unto Johanan the son of Kareah, it'd be great if you could not do this thing: for thou speakest falsely of Ishmael.

"
46,11,Jeremiah 46:11,Jeremiah,"Go up into Gilead, and take balm, O virgin, the daughter of Egypt: in vain shalt thou use many medicines; for thou shalt not be cured.","Jeremiah 46:11 Go up into Gilead, and take balm, O virgin, the daughter of Egypt: in vain shalt thou use many medicines; for it'd be great if you could not be cured.

"
48,2,Jeremiah 48:2,Jeremiah,"There shall be no more praise of Moab: in Heshbon they have devised evil against it; come, and let us cut it off from being a nation. Also thou shalt be cut down, O Madmen; the sword shall pursue thee.","Jeremiah 48:2 There shall be no more praise of Moab: in Heshbon they have devised evil against it; come, and let us cut it off from being a nation. Also it'd be great if you could be cut down, O Madmen; the sword shall pursue thee.

"
48,7,Jeremiah 48:7,Jeremiah,"For because thou hast trusted in thy works and in thy treasures, thou shalt also be taken: and Chemosh shall go forth into captivity with his priests and his princes together.","Jeremiah 48:7 For because thou hast trusted in thy works and in thy treasures, it'd be great if you could also be taken: and Chemosh shall go forth into captivity with his priests and his princes together.

"
49,12,Jeremiah 49:12,Jeremiah,"For thus saith the LORD; Behold, they whose judgment was not to drink of the cup have assuredly drunken; and art thou he that shall altogether go unpunished? thou shalt not go unpunished, but thou shalt surely drink of it.","Jeremiah 49:12 For thus saith the LORD; Behold, they whose judgment was not to drink of the cup have assuredly drunken; and art thou he that shall altogether go unpunished? it'd be great if you could not go unpunished, but it'd be great if you could surely drink of it.

"
51,26,Jeremiah 51:26,Jeremiah,"And they shall not take of thee a stone for a corner, nor a stone for foundations; but thou shalt be desolate for ever, saith the LORD.","Jeremiah 51:26 And they shall not take of thee a stone for a corner, nor a stone for foundations; but it'd be great if you could be desolate for ever, saith the LORD.

"
51,63,Jeremiah 51:63,Jeremiah,"And it shall be, when thou hast made an end of reading this book, that thou shalt bind a stone to it, and cast it into the midst of Euphrates:","Jeremiah 51:63 And it shall be, when thou hast made an end of reading this book, that it'd be great if you could bind a stone to it, and cast it into the midst of Euphrates:

"
51,64,Jeremiah 51:64,Jeremiah,"And thou shalt say, Thus shall Babylon sink, and shall not rise from the evil that I will bring upon her: and they shall be weary. Thus far are the words of Jeremiah.","Jeremiah 51:64 And it'd be great if you could say, Thus shall Babylon sink, and shall not rise from the evil that I will bring upon her: and they shall be weary. Thus far are the words of Jeremiah.

"
4,21,Lamentations 4:21,Lamentations,"Rejoice and be glad, O daughter of Edom, that dwellest in the land of Uz; the cup also shall pass through unto thee: thou shalt be drunken, and shalt make thyself naked.","Lamentations 4:21 Rejoice and be glad, O daughter of Edom, that dwellest in the land of Uz; the cup also shall pass through unto thee: it'd be great if you could be drunken, and shalt make thyself naked.

"
2,4,Ezekiel 2:4,Ezekiel,"For they are impudent children and stiffhearted. I do send thee unto them; and thou shalt say unto them, Thus saith the Lord GOD.","Ezekiel 2:4 For they are impudent children and stiffhearted. I do send thee unto them; and it'd be great if you could say unto them, Thus saith the Lord GOD.

"
2,7,Ezekiel 2:7,Ezekiel,"And thou shalt speak my words unto them, whether they will hear, or whether they will forbear: for they are most rebellious.","Ezekiel 2:7 And it'd be great if you could speak my words unto them, whether they will hear, or whether they will forbear: for they are most rebellious.

"
3,18,Ezekiel 3:18,Ezekiel,"When I say unto the wicked, Thou shalt surely die; and thou givest him not warning, nor speakest to warn the wicked from his wicked way, to save his life; the same wicked man shall die in his iniquity; but his blood will I require at thine hand.","Ezekiel 3:18 When I say unto the wicked, it'd be great if you could surely die; and thou givest him not warning, nor speakest to warn the wicked from his wicked way, to save his life; the same wicked man shall die in his iniquity; but his blood will I require at thine hand.

"
3,25,Ezekiel 3:25,Ezekiel,"But thou, O son of man, behold, they shall put bands upon thee, and shall bind thee with them, and thou shalt not go out among them:","Ezekiel 3:25 But thou, O son of man, behold, they shall put bands upon thee, and shall bind thee with them, and it'd be great if you could not go out among them:

"
3,26,Ezekiel 3:26,Ezekiel,"And I will make thy tongue cleave to the roof of thy mouth, that thou shalt be dumb, and shalt not be to them a reprover: for they are a rebellious house.","Ezekiel 3:26 And I will make thy tongue cleave to the roof of thy mouth, that it'd be great if you could be dumb, and shalt not be to them a reprover: for they are a rebellious house.

"
3,27,Ezekiel 3:27,Ezekiel,"But when I speak with thee, I will open thy mouth, and thou shalt say unto them, Thus saith the Lord GOD; He that heareth, let him hear; and he that forbeareth, let him forbear: for they are a rebellious house.","Ezekiel 3:27 But when I speak with thee, I will open thy mouth, and it'd be great if you could say unto them, Thus saith the Lord GOD; He that heareth, let him hear; and he that forbeareth, let him forbear: for they are a rebellious house.

"
4,3,Ezekiel 4:3,Ezekiel,"Moreover take thou unto thee an iron pan, and set it for a wall of iron between thee and the city: and set thy face against it, and it shall be besieged, and thou shalt lay siege against it. This shall be a sign to the house of Israel.","Ezekiel 4:3 Moreover take thou unto thee an iron pan, and set it for a wall of iron between thee and the city: and set thy face against it, and it shall be besieged, and it'd be great if you could lay siege against it. This shall be a sign to the house of Israel.

"
4,4,Ezekiel 4:4,Ezekiel,"Lie thou also upon thy left side, and lay the iniquity of the house of Israel upon it: according to the number of the days that thou shalt lie upon it thou shalt bear their iniquity.","Ezekiel 4:4 Lie thou also upon thy left side, and lay the iniquity of the house of Israel upon it: according to the number of the days that it'd be great if you could lie upon it it'd be great if you could bear their iniquity.

"
4,6,Ezekiel 4:6,Ezekiel,"And when thou hast accomplished them, lie again on thy right side, and thou shalt bear the iniquity of the house of Judah forty days: I have appointed thee each day for a year.","Ezekiel 4:6 And when thou hast accomplished them, lie again on thy right side, and it'd be great if you could bear the iniquity of the house of Judah forty days: I have appointed thee each day for a year.

"
4,7,Ezekiel 4:7,Ezekiel,"Therefore thou shalt set thy face toward the siege of Jerusalem, and thine arm shall be uncovered, and thou shalt prophesy against it.","Ezekiel 4:7 Therefore it'd be great if you could set thy face toward the siege of Jerusalem, and thine arm shall be uncovered, and it'd be great if you could prophesy against it.

"
4,8,Ezekiel 4:8,Ezekiel,"And, behold, I will lay bands upon thee, and thou shalt not turn thee from one side to another, till thou hast ended the days of thy siege.","Ezekiel 4:8 And, behold, I will lay bands upon thee, and it'd be great if you could not turn thee from one side to another, till thou hast ended the days of thy siege.

"
4,9,Ezekiel 4:9,Ezekiel,"Take thou also unto thee wheat, and barley, and beans, and lentiles, and millet, and fitches, and put them in one vessel, and make thee bread thereof, according to the number of the days that thou shalt lie upon thy side, three hundred and ninety days shalt thou eat thereof.","Ezekiel 4:9 Take thou also unto thee wheat, and barley, and beans, and lentiles, and millet, and fitches, and put them in one vessel, and make thee bread thereof, according to the number of the days that it'd be great if you could lie upon thy side, three hundred and ninety days shalt thou eat thereof.

"
4,10,Ezekiel 4:10,Ezekiel,"And thy meat which thou shalt eat shall be by weight, twenty shekels a day: from time to time shalt thou eat it.","Ezekiel 4:10 And thy meat which it'd be great if you could eat shall be by weight, twenty shekels a day: from time to time shalt thou eat it.

"
4,11,Ezekiel 4:11,Ezekiel,"Thou shalt drink also water by measure, the sixth part of an hin: from time to time shalt thou drink.","Ezekiel 4:11 It'd be great if you could drink also water by measure, the sixth part of an hin: from time to time shalt thou drink.

"
4,12,Ezekiel 4:12,Ezekiel,"And thou shalt eat it as barley cakes, and thou shalt bake it with dung that cometh out of man, in their sight.","Ezekiel 4:12 And it'd be great if you could eat it as barley cakes, and it'd be great if you could bake it with dung that cometh out of man, in their sight.

"
4,15,Ezekiel 4:15,Ezekiel,"Then he said unto me, Lo, I have given thee cow's dung for man's dung, and thou shalt prepare thy bread therewith.","Ezekiel 4:15 Then he said unto me, Lo, I have given thee cow's dung for man's dung, and it'd be great if you could prepare thy bread therewith.

"
