bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	lc0	lc1	lc2	aLanguage	authorBirth_year
992078	eng		0	chaseclouds00mcke	0		1995		Harlequin	Chase the Clouds (Western Lovers: Ranch Rogues #3)	1906	NULL	Philip Lindsay	NULL	NULL	NULL	89	NULL	NULL	NULL	eng	1906
108981	eng		0	snowbird00smal	37748156		1987		Harlequin	Snow Bird (Western Lovers: Denim & Diamonds #22)	NULL	NULL	Lass Small	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
616970	eng		0	deadlybreed00burn	34883043		1995		"Harlequin Enterprises, Limited"	A Deadly Breed (Western Lovers: Reckless Renegades #40)	NULL	NULL	Caroline Burnes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
368926	eng		0	sunsetfavoritepi00suns	48081814		1987		LANE PUBLISHING CO.	Sunset Favorite Picnic Recipes (Sunset Books)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
368927	eng		0	exploringcalifor07lead	1950749		1973		Ward Ritchie Press	Exploring California byways Vii;	NULL	NULL	Russ Leadabrand	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
992079	eng		0	chinashadow00rossrich	0		1974		Avon	China Shadow	1912	NULL	Clarissa Ross	NULL	NULL	NULL	62	NULL	NULL	NULL	eng	1912
992080	eng		0	tobarbarawithlov00belg	0		1975		Avon	To Barbara with love	NULL	NULL	Joan Bel Geddes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
628708			0	greatbridge00mccu	3685255		1976		Avon	The Great Bridge.	NULL	NULL	David McCullough	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
255690			0	marialooneyonred00beat	4141723		1977		Avon Books	Maria Looney on the Red Planet	NULL	NULL	Jerome Beatty Jr.	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
263533			0	inmysteriousways00wilk	26074328		1992		Avon Books	In Mysterious Ways	NULL	NULL	Paul Wilkes	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
640368	eng		0	lifelovejoycasef00wils	28038853		1975		Silver Burdett Co	"Life, love, joy"	1909	NULL	George B. Wilson	NULL	NULL	NULL	66	NULL	NULL	NULL	eng	1909
934364	eng		0	lifelovejoycasef00pado	51392069		1975		Silver Burdett Co	"Life, love, joy"	NULL	1975	Anthony T. Padovano	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
147631	eng		0	geographyofstate00kalt	16995869		1988		Silver Burdett & Ginn	Geography of states and regions (Silver Burdett & Ginn social studies)	NULL	NULL	Theodore Kaltsounis	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
903543	eng	MLCS 94/09089 (P)	93982137	fruitsotherpoems00moet	0	rh	1992	"Harare, Zimbabwe"	Zimbabwe Pub. House	Fruits and other poems	NULL	1992	Titus Moetsabi	NULL	NULL	NULL	NULL	M	ML	94	eng	NULL
992081	eng	PR9399.9.U77 G57 1993	93982540	girlfromuganda00urri	0	ke	1993	Nairobi	East African Educational Publishers	The girl from Uganda	NULL	1993	Tengio Urrio	NULL	NULL	NULL	NULL	NULL	PR	9399	eng	NULL
992082	eng	PR9402.9.U45 F67 1991	93983237	forfairest00kibu	0	ug	1991	Kampala	Fountain Publishers	For the fairest	NULL	1991	Ulysses Chuka II.	NULL	NULL	NULL	NULL	NULL	PR	9402	eng	NULL
972607	eng	MLCS 93/11822	93984196	handbookpanjbwe00eastgoog	0	enk	1883	London	J. Murray	"Handbook of the PanjaíÅb, western RajpuíÅtaíÅnaíÅ, KashmiíÅr, and upper Sindh."	NULL	NULL	NULL	167318	UK	NULL	NULL	M	ML	93	eng	NULL
426932	eng	PS3566.A49 K3 1994	94000008	karmacharmer00palm	0	nyu	1994	New York	Harmony Books	The karma charmer	NULL	1994	Bruce Palmer	NULL	USA	NY	NULL	P	PS	3566	eng	NULL
392166	eng	HE6371 .B65 1994	94000049	mailcallhistoryo00boli	29791390	nyu	1994	New York	F. Watts	Mail call!	NULL	1994	Nancy O'Keefe Bolick	NULL	USA	NY	NULL	H	HE	6371	eng	NULL
515573	eng	PZ8.1.C6644 Se 1994	94000080	sevendaughtersse00cohe	0	nyu	1994	New York	Beech Tree Books	Seven daughters & seven sons	1949	NULL	Barbara Cohen	NULL	USA	NY	45	P	PZ	8	eng	1949
938020	eng	GV708.8 .R64 1994	94000090	sportsdykesstori00roge	29670258	nyu	1994	New York	St. Martin's Press	Sportsdykes	NULL	NULL	NULL	NULL	USA	NY	NULL	G	GV	708	eng	NULL
155478	eng	PS3545.I557 D4 1994	94000112	demonmoon00will	0	nyu	1994	New York	Tor	Demon moon	1908	NULL	Jack Williamson	NULL	USA	NY	86	P	PS	3545	eng	1908
581881	eng	PZ10.3.Z695 Man 1994	94000158	manateewinter00zoeh	0	ctu	1994	"Norwalk, Conn"	Soundprints	Manatee winter	NULL	NULL	Kathleen Weidner Zoehfeld	NULL	USA	CT	NULL	P	PZ	10	eng	NULL
314032	eng	HQ799.J3 W37 1995	94000181	risingsonsdaught00ward	0	mau	1995	"Cambridge, Mass"	Plympton Press International	Rising sons and daughters	1971	1994	Steven Wardell	NULL	USA	MA	24	H	HQ	799	eng	1971
884373	eng	HD42 .K39 1994	94000204	workplacewarshow00kaye	0	nyu	1994	New York	American Management Association	Workplace wars and how to end them	NULL	1994	Kenneth Kaye	NULL	USA	NY	NULL	H	HD	42	eng	NULL
888189	eng	HD70.U5 M37 1994	94000218	beatingjapanhowh00mcin	0	nyu	1994	New York	Truman Talley Books/Plume	Beating Japan	NULL	1993	Francis McInerney	NULL	USA	NY	NULL	H	HD	70	eng	NULL
430633	eng	KF224.T97 G37 1994	94000220	heavyjusticestat00garr	0	mau	1994	"Reading, Mass"	Addison-Wesley Pub. Co.	Heavy justice	NULL	NULL	J. Gregory Garrison	NULL	USA	MA	NULL	K	KF	224	eng	NULL
620798	eng	KF750.Z9 B87 1994	94000223	protectingyouras00burrrich	29791783	nju	1994	"Hawthorne, NJ"	Career Press	Protecting your assets	1941	1994	Donald J. Burris	NULL	USA	NJ	53	K	KF	750	eng	1941
992083	eng	PS3572.A42828 M45 1994	94000271	memorybookofstar00vand	0	nyu	1994	New York	Knopf	The memory book of Starr Faithfull	1924	1994	Gloria Vanderbilt	NULL	USA	NY	70	NULL	PS	3572	eng	1924
992084	eng	NA737.J6 S38 1994	94000291	philipjohnsonlif00schu	0	nyu	1994	New York	A.A. Knopf	Philip Johnson	1927	1994	"Schulze, Franz"	NULL	USA	NY	67	NULL	NA	737	eng	1927
105058	eng	TX719 .F784 1994	94000292	pierrefraneyscoo00fran	29792177	nyu	1994	New York	Knopf	Pierre Franey's cooking in France	NULL	NULL	Pierre Franey	NULL	USA	NY	NULL	T	TX	719	eng	NULL
976539	eng	HF5549.5.I6 I56 1994	94000329	interviewing00hirs	0	nyu	1994	New York	Wiley	Interviewing	1951	1994	Arlene S. Hirsch	NULL	USA	NY	43	H	HF	5549	eng	1951
930648	eng	RC569.5.A28 Y37 1994	94000333	suggestionsofabu00yapk	0	nyu	1994	New York	Simon & Schuster	Suggestions of abuse	NULL	1994	Michael D. Yapko	NULL	USA	NY	NULL	R	RC	569	eng	NULL
992085	eng	BL625.7 .S64 1994	94000343	keystoopengatewo00snow	29702819	cau	1994	"Berkeley, CA"	Conari Press	Keys to the open gate	NULL	1994	Kimberley Snow	NULL	USA	CA	NULL	NULL	BL	625	eng	NULL
748111	eng	BT1102 .K724 1994	94000415	handbookofchrist00kree	0	ilu	1994	"Downers Grove, Ill"	InterVarsity Press	Handbook of Christian apologetics	NULL	NULL	Peter Kreeft	NULL	USA	IL	NULL	B	BT	1102	eng	NULL
112776	eng	HV6250.4.E75 B58 1994	94000433	workingtogethera00blue	0	nyu	1994	New York	Rosen Pub. Group	Working together against hate groups	NULL	NULL	Rose Blue	NULL	USA	NY	NULL	H	HV	6250	eng	NULL
232685	eng	PS3569.T33828 G5 1994	94000439	giftnovelstee00stee	29703045	nyu	1994	New York	Delacorte Press	The  gift	1947	1994	Danielle Steel	NULL	USA	NY	47	P	PS	3569	eng	1947
388306	eng	PZ7.C7834 Dr 1994	94000445	driversed00coon	30034843	nyu	1994	New York	Delacorte Press	Driver's Ed	NULL	1994	Caroline B. Cooney	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
314033	eng	PZ7.P338 Las 1994	94000446	lastsafeplaceone00peck	0	nyu	1995	New York	Delacorte Press	The last safe place on earth	1934	NULL	"Peck, Richard"	NULL	USA	NY	61	P	PZ	7	eng	1934
581882	eng	PZ7.S68522 Cat 1994	94000447	catrunning00snyd	0	nyu	1994	New York	Delacorte Press	Cat running	NULL	NULL	Zilpha Keatley Snyder	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
830030	eng	ML420.L238 S7 1994	94000453	kdlangallyougeti00star	0	nyu	1994	New York	St. Martin's Press	k.d. lang	NULL	1994	Victoria Starr	NULL	USA	NY	NULL	M	ML	420	eng	NULL
609044	eng	GV884.J67 K77 1994	94000459	jordanmanhisword00krug	29670598	nyu	1994	New York	St. Martin's Press	Jordan	NULL	1994	Mitchell Krugel	NULL	USA	NY	NULL	G	GV	884	eng	NULL
926684	eng	PZ7.N65 Dap 1994	94000464	dangerouspromise00nixo	29913698	nyu	1994	New York	Delacorte	A dangerous promise	NULL	1994	Joan Lowery Nixon	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
97148	eng	PR4144 .M3 1994	94000471	marriageofheaven00blakrich	0	nyu	1994	New York	Dover Publications	The marriage of Heaven and Hell	1757	NULL	William Blake	NULL	USA	NY	237	P	PR	4144	eng	1757
899750	eng	PS3557.A41145 A83 1994	94000475	angelamongwitche00gale	29703131	enk	1994	"Bath, England"	Chivers Large Print	Angel among witches	NULL	1969	Adela Gale	NULL	UK	NULL	NULL	P	PS	3557	eng	NULL
361023	eng	PS3563.A356 T78 1994	94000554	truestorycomedyn00mahe	0	nyu	1994	New York	Random House	True story	NULL	1994	Bill Maher	NULL	USA	NY	NULL	P	PS	3563	eng	NULL
388307	eng	G558 .G33 1995	94000555	bermudatriangleo00gaff	0	cau	1995	"San Diego, Ca"	Greenhaven Press	The Bermuda Triangle	1931	1987	Norma Gaffron	NULL	USA	CA	64	G	G	558	eng	1931
721359	eng	HF5438.25 .G374 1994	94000568	prenticehallency00garo	0	nju	1994	"Englewood Cliffs, N.J"	Prentice Hall	The Prentice Hall encyclopedic dictionary of selling	NULL	1994	Gene Garofalo	NULL	USA	NJ	NULL	H	HF	5438	eng	NULL
857154	eng	HV5822.S65 S44 1994	94000572	inhalants00sher	29955983	nyu	1994	New York	Rosen Pub. Group	Inhalants	NULL	1994	Clifford J. Sherry	NULL	USA	NY	NULL	H	HV	5822	eng	NULL
740444	eng	SB472.45 .A54 1994	94000578	americangardende00mcgu	29792627	nyu	1994	New York	Prentice Hall	American garden design	NULL	NULL	NULL	NULL	USA	NY	NULL	S	SB	472	eng	NULL
683010	eng	PR6058.Y63 I5 1994	94000580	inshadowofnile00hylt	0	nyu	1994	New York	St. Martin's	In the shadow of the Nile	NULL	1993	Sara Hylton	NULL	USA	NY	NULL	P	PR	6058	eng	NULL
492291	eng	PS3563.E873 I5 1994	94000583	inshadeofterebin00meye	29792666	ksu	1994	"Leavenworth, Kan"	Forest of Peace Publishing	In the shade of the terebinth	1947	1994	Gabriel Meyer	NULL	USA	KS	47	P	PS	3563	eng	1947
992086	eng	PS3552.U3453 N6 1994	94000602	noonediesinbrans00buck	0	nyu	1994	New York	St. Martin's Press	No one dies in Branson	NULL	1994	Kathryn Buckstaff	NULL	USA	NY	NULL	NULL	PS	3552	eng	NULL
93326	eng	PR9619.3.T868 G46 1994	94000619	geneticsoldier00turn	0	nyu	1994	New York	W. Morrow and Co.	Genetic soldier	1916	NULL	"Turner, George"	NULL	USA	NY	78	P	PR	9619	eng	1916
624732	eng	PZ7.S84748 Vi 1995	94000624	villagefullofval00stev	0	nyu	1995	New York	Greenwillow	A village full of valentines	1929	NULL	"Stevenson, James"	NULL	USA	NY	66	P	PZ	7	eng	1929
872747	eng	PN147.5 .K37 1994	94000631	howtowritesellch00karl	0	ohu	1994	"Cincinnati, Ohio"	Writer's Digest Books	How to write and sell children's picture books	NULL	1994	Jean Karl	NULL	USA	OH	NULL	P	PN	147	eng	NULL
992087	eng	PS3569.I48763 T8 1994	94000713	tullysimo00simo	0	nyu	1994	New York	St. Martin's Press	Tully	1963	1994	Paullina Simons	NULL	USA	NY	31	NULL	PS	3569	eng	1963
341562	eng	DG315 .G73 1994	94000714	constantinegreat00gran	0	nyu	1994	New York	Scribner's	Constantine the great	1914	1994	"Grant, Michael"	NULL	USA	NY	80	D	DG	315	eng	1914
949620	eng	PS3568.O24736 M3 1994	94000715	maudshousenovel00robe	0	cau	1994	"Watsonville, CA"	Papier-Mache Press	Maud's house	1954	1994	Sherry Roberts	NULL	USA	CA	40	P	PS	3568	eng	1954
876681	eng	PZ7.B8163 Ce 1995	94000719	childsgoodmornin00brow	0	nyu	1995	New York	HarperCollins	A child's good morning book	1910	1952	Margaret Wise Brown	NULL	USA	NY	85	P	PZ	7	eng	1910
907601	spa	PZ74.3 .M52 1995	94000730	misprimerospoema00arro	29703392	nyu	1995	New York	Scholastic	Mis primeros poemas y canciones	NULL	NULL	NULL	NULL	USA	NY	NULL	P	PZ	74	spa	NULL
77610	eng	LB2376.3.C6 T48 1994	94000736	chinaboundguidet00thur	0	dcu	1994	"Washington, D.C"	National Academy Press	China bound	NULL	1994	Anne F. Thurston	NULL	USA	DC	NULL	L	LB	2376	eng	NULL
679082	eng	PN147 .M475 1994	94000753	magazinewritingt00mcki	0	ohu	1994	"Cincinnati, Ohio"	Writer's Digest Books	Magazine writing that sells	1923	1994	Don McKinney	NULL	USA	OH	71	P	PN	147	eng	1923
915145	eng	PS3566.A6786 T48 1994	94000754	thesesamelongbon00park	0	mau	1994	Boston	Houghton Mifflin	These same long bones	NULL	1994	Gwendolyn M. Parker	NULL	USA	MA	NULL	P	PS	3566	eng	NULL
593562	eng	GV1033.5.I55 S35 1995	94000761	indygreatamerica00schl	29753419	nju	1995	"Parsippany, N.J"	Crestwood House	Indy!	NULL	1995	Jay Schleifer	NULL	USA	NJ	NULL	G	GV	1033	eng	NULL
136128	eng	TT157 .C79 1995	94000776	naturecraftswith00cusi	0	nyu	1995	New York	Sterling	Nature crafts with a microwave	NULL	1995	Dawn Cusick	NULL	USA	NY	NULL	T	TT	157	eng	NULL
992088	ger	PN1993.5.G3 M84 1999	99226058	dasringenumdento00mu	0	gw	1999	Duíösseldorf	Droste	Das Ringen um den Tonfilm	NULL	NULL	Wolfgang Muíöhl-Benninghaus	NULL	NULL	NULL	NULL	NULL	PN	1993	ger	NULL
318054	eng	PR6007.U47 Z49 1994	94000778	lettersfrommenab00duma	0	nyu	1994	New York	M. Evans	Letters from Menabilly	1907	NULL	Daphne Du Maurier	NULL	USA	NY	87	P	PR	6007	eng	1907
515574	eng	PE1122 .C586 1995	94000788	consciousreade00shro	0	mau	1995	Boston	Allyn and Bacon	The  conscious reader	NULL	NULL	Caroline Shrodes	NULL	USA	MA	NULL	P	PE	1122	eng	NULL
992089	eng	PR6073.A374 W37 1994	94000800	warpaint00wake	0	nyu	1994	New York	St. Martin's Press	War paint	NULL	1993	Tom Wakefield	NULL	USA	NY	NULL	NULL	PR	6073	eng	NULL
683011	eng	BL477 .A53 1994	94000878	wheremiracleshap00ande	0	nyu	1994	"Brooklyn, N.Y"	Brett Books	Where miracles happen	NULL	1994	Joan Wester Anderson	NULL	USA	NY	NULL	B	BL	477	eng	NULL
449913	eng	DT13 .A37 1994	94000916	africasgloriousl00alex	0	vau	1994	"Alexandria, Va"	Time-Life Books	Africa's glorious legacy	NULL	NULL	NULL	NULL	USA	VA	NULL	D	DT	13	eng	NULL
938021	eng	RC265.6.C68 C68 1994b	94000918	grievinglovestor00coug	0	meu	1994	"Thorndike, Me"	G.K. Hall	Grieving	NULL	1993	Ruth Coughlin	NULL	USA	ME	NULL	R	RC	265	eng	NULL
992090	eng	BL2525 .C626 1994	94000966	cults00cohe	29793674	ctu	1994	"Brookfield, Conn"	Millbrook Press	Cults	1936	NULL	Daniel Cohen	NULL	USA	CT	58	NULL	BL	2525	eng	1936
341563	eng	KF2995 .F53 1994	94000975	copyrighthandboo00fish	0	cau	1994	Berkeley	Nolo Press	The copyright handbook	NULL	NULL	Stephen Fishman	NULL	USA	CA	NULL	K	KF	2995	eng	NULL
244191	eng	KF8742.Z9 A75 1994	94000979	supremecourt00aria	29671008	nyu	1994	New York	F. Watts	The Supreme Court	NULL	1994	Barbara Aria	NULL	USA	NY	NULL	K	KF	8742	eng	NULL
945824	eng	HF5718 .S568 1994	94000994	workingwomanscom00sire	0	nju	1994	"Englewood Cliffs, N.J"	Prentice Hall	Working woman's communications survival guide	NULL	1994	Ruth Herrman Siress	NULL	USA	NJ	NULL	H	HF	5718	eng	NULL
849492	eng	PZ8.1.D47 Tw 1994	94001020	twentytwosplendi02desp	0	aru	1994	"Little Rock, Ark"	August House Publishers	Twenty-two splendid tales to tell from around the world	NULL	NULL	Pleasant DeSpain	NULL	USA	AR	NULL	P	PZ	8	eng	NULL
361024	eng	HV4505 .H87 1994	94001022	workingtogethera00hurw	0	nyu	1994	New York	Rosen Pub. Group	Working together against homelessness	NULL	1994	Eugene Hurwitz	NULL	USA	NY	NULL	H	HV	4505	eng	NULL
388308	eng	E184.A1 M52 1995	94001023	workingtogethera00mili	0	nyu	1995	New York	Rosen Pub. Group	Working together against racism	NULL	1995	Rita Milios	NULL	USA	NY	NULL	E	E	184	eng	NULL
922981	eng	HV5809.5 .A35 1995	94001025	drugsprison00adin	29843669	nyu	1995	New York	Rosen Pub. Group	Drugs and prison	NULL	1995	Victor Adint	NULL	USA	NY	NULL	H	HV	5809	eng	NULL
236494	eng	HF5429 .F242 1994	94001050	1001ideastocreat00falk	0	nju	1994	"Englewood Cliffs, N.J"	Prentice Hall	"1,001 ideas to create retail excitement"	NULL	1994	Edgar A. Falk	NULL	USA	NJ	NULL	H	HF	5429	eng	NULL
671497	eng	E601 .V45 1994	94001085	memoirsofcharles00veil	0	meu	1994	"Thorndike, Me"	Thorndike Press	The memoirs of Charles Henry Veil	1842	1993	Charles Henry Veil	NULL	USA	ME	152	E	E	601	eng	1842
938022	eng	HQ1413.F55 A3 1994	94001086	motherhooddeferr00flem	0	nyu	1994	New York	G.P. Putnam's Sons	Motherhood deferred	NULL	1994	Anne Taylor Fleming	NULL	USA	NY	NULL	H	HQ	1413	eng	NULL
992091	eng	PS3570.O288 M57 1994	94001111	missingperson00tobi	29793952	nyu	1994	New York	St. Martin's Press	The missing person	1954	1994	Brian Tobin	NULL	USA	NY	40	NULL	PS	3570	eng	1954
992092	eng	PS3573.Y68 S77 1994	94001112	strangebittercro00wyri	29793959	nyu	1994	New York	St. Martin's Press	A strange and bitter crop	NULL	1994	E. L. Wyrick	NULL	USA	NY	NULL	NULL	PS	3573	eng	NULL
640369	eng	PS3568.A449 K55 1994	94001115	killingwords00rams	29793983	nyu	1994	New York	St. Martin's Press	Killing words	NULL	1994	Diana Ramsay	NULL	USA	NY	NULL	P	PS	3568	eng	NULL
182760	eng	PR6053.O18 G87 1994	94001117	guppiesfortea00cobb	0	nyu	1994	New York	St. Martin's Press	Guppies for tea	NULL	NULL	Marika Cobbold	NULL	USA	NY	NULL	P	PR	6053	eng	NULL
306324	eng	RA410.53 .K55 1994	94001137	medicinesdilemma00kiss	0	ctu	1994	New Haven	Yale University Press	Medicine's dilemmas	NULL	1994	William L. Kissick	NULL	USA	CT	NULL	R	RA	410	eng	NULL
663713	eng	GT4403 .S25 1994	94001168	giftsofkwanzaa00sain	0	ilu	1994	"Morton Grove, Ill"	A. Whitman	The gifts of Kwanzaa	NULL	1994	Synthia Saint James	NULL	USA	IL	NULL	G	GT	4403	eng	NULL
992093	eng	HF5415.5 .G547 1994	94001234	buildingcustomer00glan	0	ilu	1994	"Burr Ridge, Ill"	Irwin Professional Pub./Mirror Press	Building customer loyalty	NULL	1994	Barbara A. Glanz	NULL	USA	IL	NULL	NULL	HF	5415	eng	NULL
732925	eng	PS3557.R13 K2 1994	94001242	kisforkiller1994graf	0	nyu	1994	New York	Henry Holt and Co.	K is for killer	NULL	1995	Sue Grafton	NULL	USA	NY	NULL	P	PS	3557	eng	NULL
992094	eng	PR6051.N34 F35 1994	94001243	faithfullovers00anan	0	nyu	1994	New York	St. Martin's Press	The faithful lovers	NULL	1993	Valerie Anand	NULL	USA	NY	NULL	NULL	PR	6051	eng	NULL
992095	eng	PS3551.D367 W37 1994	94001245	waywithwidowscar00adam	0	nyu	1994	New York	Walker	A way with widows	1923	NULL	"Adams, Harold"	NULL	USA	NY	71	NULL	PS	3551	eng	1923
542911	eng	PR6052.A3195 B57 1994	94001264	birthdayboys00bain	0	nyu	1994	New York	Carroll & Graf	The birthday boys	1933	1991	"Bainbridge, Beryl"	NULL	USA	NY	61	P	PR	6052	eng	1933
329852	eng	PS3551.N464 Z886 1994	94001294	meetmayaangelou00spai	0	nyu	1994	New York	Random House	Meet Maya Angelou	NULL	1994	Valerie Spain	NULL	USA	NY	NULL	P	PS	3551	eng	NULL
62116	eng	PZ7.S81766 Sh 1994	94001295	shadowoffox00stei	29878331	nyu	1994	New York	Random House	Shadow of the fox	1955	1994	Ellen Steiber	NULL	USA	NY	39	P	PZ	7	eng	1955
818338	eng	PZ7.K46825 De 1994	94001296	deliverusfromevi00kerr	0	nyu	1994	New York	HarperCollins	Deliver us from Evie	NULL	NULL	M. E. Kerr	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
407505	eng	DS485.G25 C87 1994	94001339	gangesdeltaitspe00cumm	29956036	nyu	1994	New York	Thomson Learning	The Ganges Delta and its people	1953	1994	"Cumming, David"	10986	USA	NY	41	D	DS	485	eng	1953
232686	eng	E99.D1 H53 1994	94001340	siouxhick00hick	30035297	nyu	1994	New York	Thomson Learning	The Sioux	1952	NULL	"Hicks, Peter"	NULL	USA	NY	42	E	E	99	eng	1952
484546	eng	KF750.Z9 K73 1994	94001360	60minuteestatepl00krae	0	nju	1994	"Englewood Cliffs, N.J"	Prentice Hall	60 minute estate planner	NULL	1994	Sandy F. Kraemer	NULL	USA	NJ	NULL	K	KF	750	eng	NULL
7817	eng	TX335 .C88 1994	94001390	cutyourspendingi00roda	29956050	pau	1994	"Emmaus, Pa"	Rodale Press	Cut your spending in half without settling for less	NULL	NULL	NULL	NULL	USA	PA	NULL	T	TX	335	eng	NULL
496184	eng	TH9148 .M33 1996	94001402	bigfranksfiretru00mcgu	0	nyu	1996	New York	Random House	Big Frank's fire truck	NULL	1996	"McGuire, Leslie"	NULL	USA	NY	NULL	T	TH	9148	eng	NULL
934365	eng	QP86 .F847 1994	94001427	functionalperfor00bond	0	pau	1994	Philadelphia	F.A. Davis	Functional performance in older adults	NULL	NULL	Bette Bonder	NULL	USA	PA	NULL	Q	QP	86	eng	NULL
54409	eng	TX809.M17 S65 1994	94001437	skinnypasta00spit	29843989	ilu	1994	Chicago	Surrey Books	Skinny pasta	NULL	1994	Sue Spitler	NULL	USA	IL	NULL	T	TX	809	eng	NULL
449914	eng	ML420.M34125 A3 1994	94001466	rebamystorymce00mcen	0	nyu	1994	New York	Bantam Books	Reba	NULL	1988	Reba McEntire	NULL	USA	NY	NULL	M	ML	420	eng	NULL
259660	eng	GE197 .H45 1994	94001493	waragainstgreens00helv	0	cau	1994	"San Francisco, CA"	Sierra Club Books	The war against the greens	1951	1994	David Helvarg	NULL	USA	CA	43	G	GE	197	eng	1951
38786	eng	PZ7.L5827 Se 1994	94001498	schoolyardmyster00levy	30078322	nyu	1994	New York	Scholastic	The schoolyard mystery	1942	NULL	"Levy, Elizabeth"	NULL	USA	NY	52	P	PZ	7	eng	1942
415290	eng	PZ8.H295 Favt 1995	94001501	favoritefairyhavi00havi	0	nyu	1995	New York	Beech Tree Books	Favorite fairy tales told in Scotland	1911	1963	Virginia Haviland	NULL	USA	NY	84	P	PZ	8	eng	1911
5	eng	LC5144.22.U8 B47 1994	94001580	nobodydontloveno00bess	29704081	nvu	1994	"Carson City, NV"	Gold Leaf Press	Nobody don't love nobody	NULL	1994	Stacey Bess	NULL	USA	NV	NULL	L	LC	5144	eng	NULL
3897	eng	TX840.B3 B442 1994	94001652	completeyearroun00benn	29844491	txu	1994	"Houston, Tex"	Gulf Pub.	The complete year-round gas barbecue cookbook	1952	1994	Jo-Anne Bennett	NULL	USA	TX	42	T	TX	840	eng	1952
992096	eng	PS595.S82 B4 1994	94001656	beproudofallyouv00blue	0	cou	1994	"Boulder, Colo"	Blue Mountain Press	Be proud of all you've achieved	NULL	NULL	Blue Mountain Arts (Firm)	NULL	USA	CO	NULL	NULL	PS	595	eng	NULL
124496	eng	PZ7.C89 Ir 1995	94001657	ironmannovel00crut	0	nyu	1995	New York	Greenwillow Books	Ironman	NULL	1995	Chris Crutcher	NULL	USA	NY	NULL	P	PZ	7	eng	NULL
345432	eng	GV481 .B2356 1994	94001667	smartexercisebur00bail	29844549	mau	1994	Boston	Houghton Mifflin	Smart exercise	NULL	1994	Covert Bailey	NULL	USA	MA	NULL	G	GV	481	eng	NULL
442254	eng	L118 .U95 1891	99226198	reportofgenerala00unit	20618666	dcu	1891	Washington	Govt. Print. Off.	Report of the general agent of education in Alaska for the year 1888-89	NULL	NULL	United States. Bureau of Education.	168142	USA	DC	NULL	L	L	118	eng	NULL
934366	eng	GV863.A1 B85 1994	94001674	25greatmoments00ward	0	nyu	1994	New York	Knopf	25 great moments	NULL	NULL	Geoffrey C. Ward	NULL	USA	NY	NULL	G	GV	863	eng	NULL
469151	eng	HQ801 .G74 1994	94001726	guidetorelations00grie	29795079	cau	1994	"Berkeley, Calif"	Celestial Arts	Guide to the relationship galaxy for dates and mates	NULL	1994	Helen L. Grieco	NULL	USA	CA	NULL	H	HQ	801	eng	NULL
120637	eng	PZ7.Y78 Hk 1994	94001790	heretherebeunico00yole	30111774	cau	1994	San Diego	Harcourt Brace	Here there be unicorns	1939	NULL	Jane Yolen	NULL	USA	CA	55	P	PZ	7	eng	1939
748112	eng	TX323 .F364 1995	94001807	familyhandymanhe00read	29877310	nyu	1995	"Pleasantville, N.Y"	Reader's Digest Association	The Family handyman helpful hints	NULL	NULL	Reader's Digest Association	NULL	USA	NY	NULL	T	TX	323	eng	NULL
992097	eng	QL737.C27 P362 1994	94001834	lookingatbears00pate	30035529	nyu	1994	New York	Holiday House	Looking at bears	NULL	NULL	Dorothy Hinshaw Patent	NULL	USA	NY	NULL	NULL	QL	737	eng	NULL
182761	eng	TX801 .B27 1994	94001835	gardenwaysjoyofg00ball	0	vtu	1994	"Pownal, Vt"	Storey Communications	Garden Way's joy of gardening cookbook	1952	1984	Janet Ballantyne	NULL	USA	VT	42	T	TX	801	eng	1952
709873	eng	BF575.I5 D68 1994	94001862	intimacysolitude00dowr	29877432	nyu	1994	New York	Norton	Intimacy and solitude	NULL	1992	Stephanie Dowrick	NULL	USA	NY	NULL	B	BF	575	eng	NULL
372754	eng	E184.M5 G86 1995	94001892	wallsmirrorsmexi00guti	0	cau	1995	Berkeley	University of California Press	Walls and mirrors	NULL	1995	David GutieíÅrrez	NULL	USA	CA	NULL	E	E	184	eng	NULL
992098	eng	BL560 .S27 1994	94001901	earthmedicineanc00sams	0	cau	1994	[San Francisco]	HarperSanFrancisco	Earth medicine	1951	1994	Jamie Sams	NULL	USA	CA	43	NULL	BL	560	eng	1951
